mint,disc_6h,disc_24h,surv_24h,disc_accel,regime_scans_24h,pre_bars,pre_res_s,r_5m,r_15m,r_30m,r_60m,range_30m,vol_accel,above_first
HyJMDmVe681UwdAzKXVkRookSWkkQZqvC8jR3hu5pump,285,811,93,0.5418250950570342,17,,,,,,,,,
5VMbcRosto1RT6GZHRucUZEM26XEoTYcmoSbNhq3pump,285,811,93,0.5418250950570342,17,,,,,,,,,
87eGzAd8HBwRwVZnk8meqo5kDEMB5B9SQ54v5VMupump,284,849,92,0.5026548672566372,18,,,,,,,,,
EmJamPBbvAH931LffK1rAA2HkC45ndZJMAbdKFospump,284,849,92,0.5026548672566372,18,,,,,,,,,
GW8MTtecmzZbE56YRLF1nNcAwhd83aoksUmnEe2Qpump,287,854,86,0.5061728395061729,18,,,,,,,,,
gsoZaYPVioFi9GRaehCnvNqUSNWYNZNVKT9oyoJpump,287,854,86,0.5061728395061729,18,,,,,,,,,
CJQVRnKixM3y28ahW8x1CutWPbU6FZWFqyrJEg8Bpump,287,854,86,0.5061728395061729,18,,,,,,,,,
DpqGBmkc6SrY2vA1Yb5KuH571WW1oQJjJdD3d2kupump,136,787,60,0.20890937019969277,17,,,,,,,,,
CTdVAK1wZ5wgJiMqm41CGF323QTr1ZwAtnJ3MwKDpump,181,787,56,0.2986798679867987,17,8,3600,nan,nan,nan,-0.18741669222487378,0.6787740570769939,0.8567783792562745,0.1644098905026159
DpCJrRb69shT2srV3YnFScKe1C8EUXfhP9nU6L9Xpump,226,787,54,0.4028520499108734,17,,,,,,,,,
nQ9QrugSTsiFPn61qo8bGqwrweYjnkuwq8dNH7ipump,220,782,48,0.3914590747330961,17,,,,,,,,,
7j6X8M1NGydeQAVwtH2VpJ75iAYw7PTmZFhnBLDPpump,279,781,40,0.5557768924302788,17,,,,,,,,,
6wtZueu89AGwQkGUki3HcerjCDFxLA9PyVUBWQbMpump,279,781,40,0.5557768924302788,17,,,,,,,,,
GwZvGvVzjWTL1mvpw55KQWztTQvWo3B6ew16N2aspump,283,774,36,0.5763747454175153,17,,,,,,,,,
3DHuqH3yb7HAxBTebcMfjT1fMHbfNUAGB7TGYBQkpump,102,745,34,0.15863141524105753,16,,,,,,,,,
5whR534GcEEmrVPedDPZgWLXKQX3shhHMcdZ1FXCAMzi,102,745,34,0.15863141524105753,16,120,3600,nan,nan,nan,-0.029188084820965243,0.2239853143101318,0.6459833824068072,0.5264936006387151
7WeP1TmMJqhod7NLYWrNQHfUzMzhxegxuF2j7qdapump,103,744,40,0.1606864274570983,16,,,,,,,,,
2bNi6wZ8uAPdNoGkJZ1cn1FGuvGABBXdtyLjvp2Mpump,103,744,40,0.1606864274570983,16,13,3600,nan,nan,nan,0.825202530227213,0.7431578195786523,7.205011743226756,2.2357249083775512
9Gv4i5YikU2rV6L9zA3XEXsmjiYqwpnUsLsvADWJpump,103,744,40,0.1606864274570983,16,115,3600,nan,nan,nan,-0.11226462137648185,0.5778484259840088,1.5393378620095486,5.889787272680679
E6u1oEuWWhuexdeVztV7GkQwhDb4yCLKuaUstA88pump,103,744,40,0.1606864274570983,16,120,3600,nan,nan,nan,-0.03380612627701196,0.03498896773868832,0.6210507974057012,0.30396775727996617
BKT3hEUizCg2FKwZ9NrEEUKtEQGyQfyxYcUkkfkepump,151,658,39,0.2978303747534517,14,,,,,,,,,
9TH4WrNrmcE4UVfRuyY4ntN7n7eXHBshss9Wm5Cepump,151,658,39,0.2978303747534517,14,,,,,,,,,
2vvw3cSwibzGD6SgW9QzRaBdmjkYrvs218DUy6VWpump,151,658,39,0.2978303747534517,14,120,3600,nan,nan,nan,-0.23943111609629297,0.7124578929691286,0.13375242318754568,-0.9646867119066703
A7eGqQDmjouCrgD68BYV9zS9kd2KfSSdZbYRF8D5pump,151,658,39,0.2978303747534517,14,,,,,,,,,
TumVMtYHHMydVdJV5qFoy5bwXU3QFMuLUzF89KPpump,146,623,46,0.3060796645702306,13,15,3600,nan,nan,nan,-0.7841501000824536,4.67469794759737,0.7384837087268745,-0.04141308303832214
3htc6kXDoWX96ARLfArJbHmwX8ynYCaWGB3PdE9bpump,146,623,46,0.3060796645702306,13,,,,,,,,,
4CXB7fET9wYsRRhxBYPFjNDA3jijBHVoL7EizanYpump,146,623,46,0.3060796645702306,13,,,,,,,,,
Gsv34W1qcLHMXJRCPDHZYxKUizMozV7An84HuH7Hpump,146,623,46,0.3060796645702306,13,,,,,,,,,
J6Zh9N6AKkFySTpQD3wMbpoetPpwohvuq5YgVWKvpump,146,623,46,0.3060796645702306,13,109,3600,nan,nan,nan,-0.04170287649559912,0.08305666787175922,0.12228622745375466,3.049204027427103
8bJ2VHrshzcSsFrdQy1JRWMmyzRXSqv6JBNTo872pump,153,585,50,0.3541666666666667,12,,,,,,,,,
9oDndFiC7RW42vZcmSzacTKMWE9kgeqnzwXDGLSkpump,320,610,51,1.103448275862069,12,,,,,,,,,
8X1N2HmiP11UXidmyRNHLoBGjAhXU4rk5GnrVYGYpump,320,622,54,1.0596026490066226,12,6,3600,nan,nan,nan,-0.074065149900988,0.21630847817003074,0.17641726436005778,3.9151002053500745
CLrsRz21tZtHe7hkt34d8zC9t6gwLziw9SdMM6o1pump,216,636,59,0.5142857142857142,12,,,,,,,,,
3UXSLKVxF5L6AaugmUhkRBoKETtThQwj6bD6qYkbpump,166,688,66,0.31800766283524906,13,,,,,,,,,
F4GpAFr6vrxU3Y887F3XWkXRgybCVjZNk63m72f6pump,166,688,66,0.31800766283524906,13,,,,,,,,,
iru6kpmqRhSCqbzRNzCAap334py2BCSMXx1QD9Zpump,166,688,66,0.31800766283524906,13,,,,,,,,,
GQpHYdhc7dV5LH64LPEgKuDLHQf4sohMfTpnyN76pump,166,688,66,0.31800766283524906,13,7,900,nan,0.40571050045528567,0.5879452629648001,0.754201598731379,0.3869157878695115,0.27324670830233283,10.335859014486124
5JYoWf9rqFmtCtx597s1rRipNRHyWjo5wbtbo1QCpump,170,690,71,0.3269230769230769,13,,,,,,,,,
2akXpuyFXAVN5YofZpZMfBp2Vxognpmv9NooBMuHpump,170,690,71,0.3269230769230769,13,120,3600,nan,nan,nan,-0.12170153778922077,0.17596175623832272,0.5897447076007087,0.11953979145163052
4SLVH8rturi925CyqaRTJUajPBix7JNJaGL5EGoZpump,218,751,76,0.4090056285178236,14,,,,,,,,,
AcPqEaR9LmNj6grvx28QKCfUmsg48GpT4ZZpfjh7o9Du,218,751,76,0.4090056285178236,14,,,,,,,,,
h3c8Kyoj4pnpeZCGqtWqyK6z8WbzroYRD1Wi68Jpump,220,757,76,0.409683426443203,14,56,3600,nan,nan,nan,-0.6110112169082569,1.6241928702286743,0.658178748050534,-0.6155508963284725
6fkhFEPL1KjipJkAuJg6gCQmHsnvwfhJXUyjV2Tspump,212,812,76,0.35333333333333333,15,,,,,,,,,
FzjSYeMaKvJtruzMyoeZzhb6uhA8ZXY9ibeTBM2Upump,214,812,75,0.35785953177257523,15,,,,,,,,,
CVhWiQ2SBhpTJ3xAR3ekf3uf8Ns2tNzj3mEtzKSpump,214,812,75,0.35785953177257523,15,,,,,,,,,
G9j8WWDeJXZdvwQgP82ooDuHmpc3Gy8NCSins71Lpump,214,812,75,0.35785953177257523,15,,,,,,,,,
CHFSFUY7uNy37MWAVyeLn6ztrCpvK1uRiDCsjkSGpump,267,812,78,0.48990825688073397,15,,,,,,,,,
3pY7axDMKpZ8rQM5XSRGsKLLJBjLVQgVDRVNJpXPpump,267,812,78,0.48990825688073397,15,,,,,,,,,
5GgY77Uti2d6VSAT2WW27d7UA2yBC7PMm2iepjmtJuwv,272,813,82,0.5027726432532348,15,,,,,,,,,
BB8bW8LJzagGkkjtSeVqVZEy6a3pcaciaauFTuJjpump,272,813,82,0.5027726432532348,15,,,,,,,,,
5j9XjKKhDoGH7o7gPHZU5s3kCvEgyrJ1i54QV2Cbpump,326,814,88,0.6680327868852459,15,,,,,,,,,
Aq5dLtgrWDeHdJgRi4ka4wV2L8v1ioTtqFy8L9LQpump,326,814,88,0.6680327868852459,15,,,,,,,,,
gCETSgf89gXTMZGSDWamDvmjoxypsJL55rjf2o4pump,326,814,88,0.6680327868852459,15,120,3600,nan,nan,nan,-0.029849745344313283,0.08541817880394945,0.6384630948532986,-0.5645997887458227
BgVMUdzzKUAgjrKmLTT9aKXJUoew9YAqHrJUfs7xpump,322,820,96,0.6465863453815262,15,,,,,,,,,
GjJsyLWFEHA4TCJBGpobM2tceM4wiQaD3ZPKDhDppump,322,820,96,0.6465863453815262,15,,,,,,,,,
GjPcGzjqAtEjaFHPYGq36cDRibhbtwAqvMd8Avvpump,322,820,96,0.6465863453815262,15,,,,,,,,,
BGfwT1DqdZetx3AaWFggdgpTXvTatvUxAua8wFdvJ72d,322,868,103,0.5897435897435898,16,,,,,,,,,
rriwiGHspFi2kavAeb4Gii6rr7Mj5pfaGH6ABRkpump,215,873,104,0.32674772036474165,16,,,,,,,,,
GCsMGDGF9DGANC1W3AEovCe9C24984JUs4SFVvwFpump,166,816,99,0.2553846153846154,15,,,,,,,,,
HDdGMtMMY5NPeDLVeWE4DuKwMMuzNksh1xLMUmGapump,166,816,99,0.2553846153846154,15,,,,,,,,,
32jdxuFmaJufSsGtgUQN6n4emvzLsD8QRBSjfqVgpump,173,817,99,0.2686335403726708,15,,,,,,,,,
85pXzSdTSA4wu8t3qY8JkgHeMHWzMaE1j94duRTppump,173,817,99,0.2686335403726708,15,,,,,,,,,
HPS59hGvWCf5AdSWqFPJ3yPTJcgTEpo9Raxt32G5rBsd,173,817,99,0.2686335403726708,15,,,,,,,,,
HJ1Ry6iJyAqN7jozMTErJHuNA66kpkDkowi7fhCRpump,170,817,101,0.26275115919629055,15,,,,,,,,,
8kvptZPajh1LJ9fPZrqJnJYnhNw6rnaKfphQp1snpump,229,825,96,0.38422818791946306,15,27,3600,nan,nan,nan,-0.39847017303959265,0.9975086775345339,0.39660020372264415,34.2509203277182
Hkpi2SkNWm5LogyY1Bz4zYTq5REVvco2aYWd1tYppump,219,816,96,0.36683417085427134,15,120,3600,nan,nan,nan,0.07410842579885357,0.1996745202089591,0.25007560583313526,2.068584501016679
4bUuiPrAmrmYnDsh3XxsXHaQcDZCi42nJnCyH6HBpump,219,816,96,0.36683417085427134,15,,,,,,,,,
9FRByUiuZHFLuQhLd51Z9LRWNfLcpQEs1u7uSs5mpump,214,819,96,0.3537190082644628,15,,,,,,,,,
CMhzhzjXZwujkv9Ure9LvkkkPT28kf2BDHTp8eV7pump,214,819,96,0.3537190082644628,15,,,,,,,,,
AuQj7YQSe5ypzxU3f8DDDjNK5qk9PSVCNBcnwAMapump,261,814,93,0.4719710669077758,15,,,,,,,,,
7apj78jEgPGup8UqAcHd9vuDDpWwSapGBdCvF6Uapump,261,814,93,0.4719710669077758,15,,,,,,,,,
4W9nkDkmhVokuv84yeNkSMHQxh1Ta35GMkYMsACbpump,261,814,93,0.4719710669077758,15,120,3600,nan,nan,nan,-0.11239117442092372,0.13099883267475648,1.002305824342899,0.44419337526066816
JBRyw453Uwi5hitesWGt17TYsJTaWTbFQjV9UNh8pump,323,817,82,0.6538461538461539,15,,,,,,,,,
2ABbnf3EzGfiMa3PE2bseAWwRD4jAE4KgE8YjSTxpump,323,817,82,0.6538461538461539,15,120,3600,nan,nan,nan,-0.15086866404640853,0.370626523034983,0.27096125599584675,3.4001384482555617
GqQc4tjs6RkZt1EdsehKLZvNDTpZc9n3UHGxnbfNpump,332,827,84,0.6707070707070707,15,,,,,,,,,
66KL8iu7Unzq84JMQEHtateVXFLaZNcDd8JLRyq7pump,332,827,84,0.6707070707070707,15,,,,,,,,,
8Gw5ERAe6hxMKyYWVXVhok6jhcvQkAfKH1bFBeQepump,332,827,84,0.6707070707070707,15,5,3600,nan,nan,nan,-0.05763104671870889,0.27164345713552734,0.13389998669742975,0.9742091215142279
BGoC16Rj2B6oxm3CYWoL1eu1BFc6jPvmpsoqVQudpump,230,830,86,0.38333333333333336,15,,,,,,,,,
7dgJnmmfwCEn1XVmkvUJqq2TrbrscUTBSq4Bhwuapump,230,830,86,0.38333333333333336,15,,,,,,,,,
AgCpt2wgiLaV29fmaFTZMuM4Hn59gwCArkiMj24zHTVb,230,830,86,0.38333333333333336,15,120,3600,nan,nan,nan,-0.0018392569624995359,0.014721159319818558,1.0006123176250226,0.12422064357687423
G9VVud86SLgb7SnTqRKXJVUkzwLzCf4R89vknWVKbonk,174,830,88,0.2652439024390244,15,50,3600,nan,nan,nan,-0.17661870886422537,0.350812619251435,0.3812392586320775,12.539500033000882
E7vTVLLaxV3y68cpnDx2Q7ExeznhWgJKwPziKDsrpump,174,830,88,0.2652439024390244,15,,,,,,,,,
HVRtNeFPrDcAA9Yu3WrTEdCsTLGJiYDiQbqjg3efpump,174,830,88,0.2652439024390244,15,,,,,,,,,
HFmbKBN7fYCY2PPGYgwkvb7mAuo1v6cmWv1CPK6Xpump,173,834,89,0.2617246596066566,15,,,,,,,,,
AWJkSP77HTYnWyWiBfRoK5nurwP4ApVw1YeEugmepump,173,834,89,0.2617246596066566,15,6,3600,nan,nan,nan,1.1379327491338938,0.6896028946259122,1.3090096300148075,3.5067563131634234
2WG2adv7FdJLRSBjnq2WKiuM82sJMiwwrcJH7h2bpump,173,834,89,0.2617246596066566,15,,,,,,,,,
DiaXHsNJwvGXEjx1HN7phGL7YfHPtBuvzHoCk28Apump,222,768,92,0.4065934065934066,14,,,,,,,,,
5NqE4JTopfa1tfgWqfPHavwvRY2deNnnPPryGSpGVGao,220,825,101,0.36363636363636365,15,18,3600,nan,nan,nan,0.00023062105515281317,0.0002831758690984274,0.04467724198398968,46.39687423304029
J2PiC6EVeSRJLqozVKj3oYwUkpLJZUaWZav9SAGmrbuF,223,835,109,0.36437908496732024,15,85,3600,nan,nan,nan,-0.1660694526289328,0.20727446493651783,0.3205937714165103,0.4224547946979549
G1K4L2nWmwz9s4k31adUKvMaRRYyf9jrkvsrtc7spump,272,832,114,0.4857142857142857,15,,,,,,,,,
2agcQWJftYzYWJNDW4BPok1RKL1xVqpDJtT4SSVVpump,324,835,124,0.6340508806262231,15,,,,,,,,,
5tH4uCqtLQZ48pjSQ55MyR59KaqCE73az2A1nR4pump,317,829,129,0.619140625,15,,,,,,,,,
Hq2Rk3pYN17Jz1P6ejZbMAAuLKhw9sZEJ5uacqfnpump,317,829,129,0.619140625,15,,,,,,,,,
GTJpiZaCqapCcu5shdZq8D71dQJcyXad8BZadXeTpump,315,821,138,0.6225296442687747,15,5,900,nan,-0.0964388814996553,-0.4288245781757938,-0.5623204881145727,1.780200722904252,0.22530543784491552,-0.2003952653384964
HdghDDxvnebzWBXDgqYh9Vw5hfKRRUYGj5uJR2ogpump,315,821,138,0.6225296442687747,15,,,,,,,,,
E5tTXt6QLLhKJxHuKoCXA6vkAQfScRacL1UK2H1Cpump,315,821,138,0.6225296442687747,15,,,,,,,,,
BhU7rjLSvxKw2gCLzx1LV7J6Y4eXwsjrS24ebPBJpump,315,821,138,0.6225296442687747,15,,,,,,,,,
Hsrc16T5cFWgwH2PSEqcYACkHpLHrEHdm5Z1sU2pump,316,819,143,0.6282306163021869,15,,,,,,,,,
9Pfync3ejPC9eHqVzq3nYQJAhyhjqpnB9UsaSfLxpump,206,811,145,0.34049586776859503,15,120,3600,nan,nan,nan,-0.04913814143898665,0.17270146219912938,1.3302254964668585,0.8851980519697973
EVbXayw9HEmhuRcaQVoTCiHiCeEtM39Bw9TfeVmrpump,162,809,144,0.250386398763524,15,,,,,,,,,
5yJgw6a8bb1nRsmEBr6vzX5pt6sQekzqG9nfmxqMpump,162,808,142,0.25077399380804954,15,26,3600,nan,nan,nan,0.0743481756457014,0.2171714658672726,1.0251562639036624,1.725182693854355
FzNgpR11RYACasA8ptFniXQKcLw26CmBWdyNEAU1pump,175,815,142,0.2734375,15,,,,,,,,,
rkbX3fimkB2fPBKopYkSx82xSuWdUbNBuNuw7efpump,175,815,142,0.2734375,15,17,3600,nan,nan,nan,0.14100775596529624,0.21431426286053942,0.9250904727473724,5.602473571764374
BjSuJWSxpHaH8wJgvsa5ZvuLwFJaHt3bpVBGJ8Fpump,175,815,142,0.2734375,15,,,,,,,,,
3XhARh1nQiwGZLwAD8YyKhfZKVHaG8t3VzsRSejZpump,175,815,142,0.2734375,15,,,,,,,,,
6dMydAmqtLsMtn9WZQW7stGqs4VkZ79pFPP1vbnApump,233,819,144,0.39761092150170646,15,,,,,,,,,
CmoCuZ9J2YT1QHv28p3QRphhZot6Sdbu6P6Aw4Vmpump,233,819,144,0.39761092150170646,15,,,,,,,,,
8TQAPEgP8jcWPeLTiQhFCFtPYwKhpjRvTngoPAmjpump,233,819,144,0.39761092150170646,15,,,,,,,,,
BdmmbhuqmMcswTCpP5Dy9H6E87ZqDMULVAWdzu4ZhqTS,233,819,144,0.39761092150170646,15,,,,,,,,,
3xrF2p1fUhmy1hoeyN8vY1WnBPeBy9WAK8em8mLUpump,236,879,154,0.36702954898911355,16,,,,,,,,,
CsGkrnQJQp1eCNwxQ6yKvbiEJA8MwoL8CmXYySy5J7HM,236,879,154,0.36702954898911355,16,,,,,,,,,
yNP1DEES1G2FHo9bhWGTD2HyB21pUJCx23cfSkzpump,232,877,155,0.35968992248062015,16,,,,,,,,,
AZ1fowC7PCS4rKJCY7UFuDqwvGNRRxzJj9BQxiHfpump,232,877,155,0.35968992248062015,16,,,,,,,,,
4gEW7hD7ToAbRaw6YKoo969oLJtVZw6pcjDCr2R8pump,232,877,155,0.35968992248062015,16,,,,,,,,,
967Yg66zkKtgdQVEuw1EaFKtXGS8k5XKxjYCvjqipump,287,875,154,0.4880952380952381,16,,,,,,,,,
7YCTXLpRn1zSgfU7o99RsyCnu7B8vUJAs9HxXKvMpump,326,879,128,0.5895117540687161,16,13,3600,nan,nan,nan,-0.3023152936689598,0.5518638257552478,0.7263546209125241,0.6152604367845629
H66JtYQdhdFayyTNYer6KNhhLVdqfopYqqQi57d4pump,326,879,128,0.5895117540687161,16,,,,,,,,,
c5Zye8yFd1AGrSJ2mViYgXWa1kgCdCj5RWhen6tpump,329,887,118,0.589605734767025,16,,,,,,,,,
6PkDr62LVXDLajbqi2P4PUkxHy5CQsENx3fNXLN4pump,329,887,118,0.589605734767025,16,,,,,,,,,
GEg3E1dPotfUSxEm6ft1NF8dT211YCibHJRcDtGwpump,209,875,102,0.3138138138138138,16,6,3600,nan,nan,nan,0.048063626977369545,0.5573021288764558,1.4288779578408177,7.8497412888491525
2yWRyjnkXNvUxU73ASu1Exbm2aKEyNhShcT7NXv9pump,209,875,102,0.3138138138138138,16,,,,,,,,,
2q4nUEEXQQsKARjJffeF3o7GrevHq3mvWXo6g3fypump,147,878,101,0.20109439124487005,16,,,,,,,,,
AXkXDHko4JHe1PHrgRmDG9TxUxNRFfQnY4d562RYpump,147,878,101,0.20109439124487005,16,11,3600,nan,nan,nan,0.6862118113343136,0.5361764086397253,0.47403692400756703,4.2246745205378
D6ytjMdBBPoV8nsRHJhvrkpwF7sgVBYd7PufkRHNpump,147,878,101,0.20109439124487005,16,50,3600,nan,nan,nan,0.34064577795165407,0.2693051659897745,22.549128401606023,7.786639767044154
3wwU3njdLCT3ebRUrTFeHwKG6zamiiCKwmpShSK2pump,147,878,101,0.20109439124487005,16,,,,,,,,,
CKkuaqSiezUfHesGPTgiAdSGtYuxcEEjBxbCmiNgpump,149,870,101,0.20665742024965325,16,,,,,,,,,
FeWGwBbPuezQo4wRWnx6q6rKpWrpEjAaAaLY7NNMpump,205,868,103,0.3092006033182504,16,,,,,,,,,
6Cn9XH2SCi79Nam7mhH5L1kfwFwPhfresmg6Q4Eipump,205,868,103,0.3092006033182504,16,120,3600,nan,nan,nan,0.3819103948101161,0.3743255057101515,2.4595606168085093,0.08317176741248411
DLz4bLgo72D8QCpVLwJ1QVL7MvFxX2wq3diiW5ESpump,205,868,103,0.3092006033182504,16,,,,,,,,,
EDNvjVDjKVfRsqxf3C8nN2sunxctfoboE2S8aUHGpump,212,865,106,0.32465543644716693,16,,,,,,,,,
DEWqTMzCTpgWB25geNJpMsnwuahTWKQVKUc75qKKpump,212,865,106,0.32465543644716693,16,,,,,,,,,
BCyMw2vvmzh9fB6GQ4LaQ6poqrP4qTrPkYDops2hpump,212,865,106,0.32465543644716693,16,,,,,,,,,
C916Q1f9yP3UDswk73tpokA1ts5r88DVQ8RKb2jhpump,266,919,115,0.40735068912710565,17,,,,,,,,,
AA3v9TutAPj1ZQ9XLioYUsUwcb2zdLbTNX8CCTeqpump,268,913,110,0.41550387596899224,17,,,,,,,,,
D6mSkFmPskEWMEqEpdMMfUEsJdEcQdTSzbG7J2GWpump,268,913,110,0.41550387596899224,17,,,,,,,,,
81RGmig32prYbxf96YnhrhRpm9G1YP1igfxttjzUpump,268,913,110,0.41550387596899224,17,,,,,,,,,
H23di4NXN6j2pwLwbYjtag1Q3v7ANyXR72kzfWYKpump,269,903,107,0.4242902208201893,17,,,,,,,,,
BCDgN5Jgnkbjs8oRHivko5dcf18sPsSmPVKAsDnMpump,269,903,107,0.4242902208201893,17,,,,,,,,,
U6sy4qMtXE5QAJBLsrDHaKkXVm7btEwWbvgecqepump,269,903,107,0.4242902208201893,17,,,,,,,,,
Hu7vozhSAwooDynUUYcdHp1W3zpB5zDTbQ8Yn6acpump,265,901,103,0.4166666666666667,17,,,,,,,,,
FUY6RbdfrDfa82y1AS5ZQRtaoSr1ZVTGD2EkN11bpump,265,901,103,0.4166666666666667,17,,,,,,,,,
6hJ8NyjpgRv2Dvur1jwsQfkNqynnghTsLpEP5cjEAmXd,252,890,102,0.3949843260188088,17,30,3600,nan,nan,nan,0.29841188389576123,0.24310363542675634,0.6551478160000056,2.436148812663351
CoAPF1K56P4hV276Ej9zkv8nPRyUmRKE53tcoqSqqhwi,252,890,102,0.3949843260188088,17,21,3600,nan,nan,nan,-0.0009586739305716963,0.0014338638147267367,0.1671170939181459,75.21245969072712
9jVRLpzqYQBBhVejgtvCrBnivng62fjWrHxePh79pump,244,882,106,0.3824451410658307,17,26,3600,nan,nan,nan,0.03161577360677925,0.2235852381605375,0.9839581826484773,4.725529803850044
3C65gdJAknCK9anyp3thqPt8p1xnTbnynhGk8wM3pump,244,882,106,0.3824451410658307,17,,,,,,,,,
GYVHmvi8Xs7CmPQwbS4pE5EXyd9P8ZTx2S4Pn5uspump,244,882,106,0.3824451410658307,17,,,,,,,,,
8iuNL36yGtMWoCKinRjG4jkyJhF9MbmiAZDHYC3Rpump,294,877,113,0.5042881646655232,17,,,,,,,,,
2mGS6WWuDy1xNQuCo7irzH3iT4SsSeSaA3oJ5NLqpump,294,877,113,0.5042881646655232,17,,,,,,,,,
EB1Yye3HJKt8h8A6esUmFWKdoRvBqtXiX4JNxqcdpump,294,877,113,0.5042881646655232,17,,,,,,,,,
7UTubJ3W6JWwLUj82B9LgHFDmc8wFWtSNLis6u8epump,294,877,113,0.5042881646655232,17,20,3600,nan,nan,nan,0.23759263648649065,0.2970723312125132,0.5919794451443512,0.23986723622899775
DiV3ikZtwdQCMY7j6ovNrDTJJJVHfW6amz7F6Emapump,296,877,119,0.5094664371772806,17,,,,,,,,,
Ds28wMScEFn1ztgwKYM1m2d2Qse6p6jXJhW6KpZppump,295,872,118,0.511265164644714,17,72,3600,nan,nan,nan,-0.36684983524753645,0.6333880978002471,1.0060294044925977,0.78165940533573
Xw9hBXxn7TrGCjmnUyLYrbTxdeTNngxgXzowPNMpump,300,871,121,0.5253940455341506,17,,,,,,,,,
HHAaKxGSYomiwHeH4aPf5Lr9aqRLaYLNqhmrfBDUpump,300,871,121,0.5253940455341506,17,,,,,,,,,
APhHKkSD3CucwoN4TFLmFoBDg87G7yprio8ZK6N1pump,300,871,121,0.5253940455341506,17,,,,,,,,,
HV1qExf1wqK2NLPuHpucPbCgcZsQWKBPtVqeg84vpump,317,877,119,0.5660714285714286,17,,,,,,,,,
8YyFWfzAk8HrGscVoPLGmZBiA9BuaakuUTiQn8yJpump,317,877,119,0.5660714285714286,17,,,,,,,,,
YYhQEwcAeScuY3PNxcBzRMDCvZf1Nw1TFK7dVoypump,151,871,116,0.20972222222222223,17,,,,,,,,,
3e7hQA9QPv2rgQcGTHPigFBPXC5WoPXDLBxfTezEpump,151,871,116,0.20972222222222223,17,,,,,,,,,
62VuF8HACLg2ga4xnG9tRff5fmnfmoHJAUiCsBRFpump,91,868,111,0.11711711711711711,17,,,,,,,,,
43mjozsTLTViop3seWnmgkcf1DRj6qMf1JWw7X8ypump,91,868,111,0.11711711711711711,17,,,,,,,,,
2cAtqsRafKS7baN3mvJARhyZiMRdW4fZYNUUWUrCpump,142,870,110,0.19505494505494506,17,,,,,,,,,
32vUHPxVShN552WwJ36vWnxCoy34eTDHRiQwL6ZA3ntP,142,870,110,0.19505494505494506,17,,,,,,,,,
HR6paqSuqjEcG89SDDMySEGqwkRhNLSi2FsqhasMpump,142,870,110,0.19505494505494506,17,7,900,nan,0.40120744653855467,1.7067059530648296,9.209137510638062,0.6942957744512581,0.6130585038140771,12.169958762119046
BwJTyKf4Du8sK3FPuUvK5rJCvrUM89cXfFcP2jwUpump,148,864,111,0.20670391061452514,17,6,3600,nan,nan,nan,0.36678138712645025,0.5341232329283077,1.587797225144347,0.6128641404840498
HAshQYgknYo1HJ6maFpWAoGf67RPhr4oEbEhaPgQpump,148,864,111,0.20670391061452514,17,,,,,,,,,
9MfmAQ1HGRGVZfrdwBsQnYzcuuYW2zEtu4uniaJKpump,148,864,111,0.20670391061452514,17,,,,,,,,,
DCjuEdUAaCWD7ZNHqMNjaN2dE2EsAQtpP5Pswjappump,148,864,111,0.20670391061452514,17,,,,,,,,,
7ngrUqUvvnt1SpMRFo4rt7CG5CVscXb9C9ngHPr4pump,198,857,108,0.30045523520485584,17,,,,,,,,,
HbGVzMdUnxQu1dYcWFQYU3LboHF32rwY9Cem1WZ6pump,198,857,108,0.30045523520485584,17,,,,,,,,,
k9ZJ9DL9LQHfVudsK9ZswPwmhkQx1QML2pQoeNrpump,198,857,108,0.30045523520485584,17,,,,,,,,,
4gRYGyDP9Jkdt2bi9LN8ZKwwd22UfPYAA8bRA3Zppump,254,854,104,0.42333333333333334,17,,,,,,,,,
rG2Q4Re1fSNLbbnqN63N2whNSTJ9yQaa3zsUKg6pump,254,854,104,0.42333333333333334,17,,,,,,,,,
Dx2MJutrQwVxJ3PsdiXBzJdVkvVrPYCVc39MbJQUpump,254,854,104,0.42333333333333334,17,,,,,,,,,
AV9if3eY6XCSqbG5PwPemweHMXm1o95tcfV9asULpump,257,858,102,0.4276206322795341,17,,,,,,,,,
BoRwd4FuvPUTi8Mu4ViCBG6oe7i9PesjDMePEX4Tpump,310,859,100,0.5646630236794171,17,,,,,,,,,
3896JtCMnJp8UREX13EGXH82mEzrUnt8ZKNLThYRpump,310,859,100,0.5646630236794171,17,,,,,,,,,
FS5CEYY6MBvoLbjQEXfBbDRqZhLjqUfy9iVL91oZpump,310,859,100,0.5646630236794171,17,,,,,,,,,
3qbphpUrEEYyhkDFyXzWLLU9Nk75ng7frc3Rvt7Dpump,314,873,94,0.5617173524150268,17,,,,,,,,,
5UNFUzBFu34Zv8Cewfn33FxbNtbFuihmXA4Rgee1pump,314,873,94,0.5617173524150268,17,10,3600,nan,nan,nan,-0.47518894653909627,1.7059773945434131,1.5970824226520526,17.546052822038043
HmqNryXmwU2H7tYZwTyd3nqUnEiELGjxivgDocEPpump,314,873,94,0.5617173524150268,17,,,,,,,,,
DoW1wXcxEWqgDyhRBUruCKKuMtYqioVW6Fb76F88CcAb,314,873,94,0.5617173524150268,17,,,,,,,,,
8ipdADvjbmmANFKLvmWJWbNa3bWmTrAKS1TwWXCKpump,315,874,88,0.5635062611806798,17,,,,,,,,,
