scan_ts,discovered,enriched,n_survivors,n_a
1787154610.7651067,57,56,10,1
1787156079.4367626,60,57,9,0
1787158263.6783066,60,59,5,0
1787159630.6408076,60,50,5,0
1787161482.513197,59,49,8,0
1787162607.9247973,60,51,7,0
1787165351.8529127,60,51,9,0
1787166814.5560021,58,48,8,0
1787168614.4026353,58,48,3,0
1787169797.9135551,60,60,5,0
1787171927.8376043,60,51,4,0
1787173873.6970425,60,51,7,0
1787175860.6613078,60,51,4,0
1787177258.117717,60,50,5,0
1787179520.4131892,60,51,5,0
1787180941.7840776,60,51,4,0
1787182867.8320072,60,51,7,1
1787184122.8859158,60,51,5,1
1787190367.3911614,60,52,7,1
1787193853.5909324,60,52,6,1
1787196785.508609,60,54,7,0
1787199498.4940867,60,50,7,0
1787201844.682841,60,54,9,0
1787204355.8850386,60,53,7,0
1787206682.580285,60,51,8,0
1787209850.199025,60,52,6,0
1787212799.8536978,60,55,8,0
1787215836.2984974,60,50,4,0
1787217585.1811106,60,52,5,0
1787219650.9438224,60,56,6,0
1787222408.6502137,60,55,9,0
1787224324.1563933,60,56,6,0
1787226409.5562918,60,52,9,0
1787228150.0098743,60,51,8,0
1787231738.6804655,60,50,4,0
1787234578.623199,57,47,4,0
1787237328.3318415,58,48,3,0
1787239170.4445188,60,60,7,0
1787241179.097072,60,51,8,0
1787244375.6829479,60,51,4,0
1787246035.0080025,60,51,6,0
1787248178.9778109,60,52,5,0
1787249799.6172996,60,50,5,0
1787252686.4556422,60,50,13,0
1787254775.1840959,60,52,8,0
1787256693.9781806,60,52,5,0
1787259020.5009928,60,50,3,0
1787260464.9737372,60,51,4,0
1787262463.735033,60,51,5,0
1787263801.566999,60,53,3,0
1787266123.8119442,60,52,2,0
1787267480.4657767,60,56,2,0
1787269443.2765698,60,60,2,0
1787270583.4870286,60,57,2,0
1787277135.5785415,60,52,7,0
1787281904.3967216,60,53,3,0
1787285110.0598266,60,55,5,0
1787287815.3406281,60,51,8,0
1787289594.0918846,60,54,9,0
1787291559.1953242,60,51,8,0
1787295702.90451,58,49,9,1
1787298660.6421685,56,51,9,1
1787300506.781617,59,49,6,1
1787303066.1039312,58,48,8,0
1787305723.9005158,60,57,9,0
1787307304.7123206,60,51,11,0
1787309511.1358447,60,50,10,1
1787310870.8436291,60,55,8,1
1787312794.922701,60,51,8,1
1787314509.1153672,60,54,6,0
1787318113.1011114,60,52,9,0
1787320877.1662235,60,53,9,0
1787323612.0889149,60,51,9,0
1787325426.0242786,60,51,9,0
1787327509.4710789,60,53,12,1
1787329025.8194127,60,51,9,0
1787331345.9032037,60,51,7,2
1787333870.7434309,60,52,6,2
1787336115.864892,60,51,7,2
1787338871.322838,60,51,5,2
1787340726.966824,60,50,5,2
1787341870.7324183,60,51,6,2
1787342982.461839,60,51,6,2
1787345026.9002275,60,51,7,2
1787346559.5516481,60,50,7,0
1787348580.03168,60,51,7,2
1787349759.0984402,60,53,6,1
1787351716.1056688,60,52,7,2
1787352968.6131554,60,51,6,2
1787355149.0049477,60,52,6,2
1787356409.3653536,60,51,6,1
1787363107.7449932,60,55,6,1
1787366529.7479231,60,58,8,1
1787369301.6734202,60,52,7,0
1787371738.348462,60,52,9,0
1787374408.9833536,60,54,8,0
1787376961.3818429,60,55,8,0
1787378330.6022313,60,52,7,0
1787381655.656355,60,54,10,0
1787384329.3146434,60,56,10,0
1787386260.4885619,60,55,9,0
1787388690.852665,60,52,9,0
1787390020.4681435,60,52,7,0
1787391984.176088,60,57,7,0
1787392950.7085729,60,53,8,0
1787394823.8949964,60,57,8,1
1787396072.9378934,60,53,9,1
1787398191.210954,60,58,9,1
1787399487.2556171,60,54,8,1
1787400672.883719,60,54,8,1
1787403856.91886,60,54,11,1
1787405979.39531,60,52,8,1
1787407314.777435,60,56,9,1
1787409074.9703422,60,51,6,1
1787410397.6567311,60,50,4,1
1787412629.655316,60,50,5,1
1787413851.567939,60,51,5,1
1787414787.4226463,60,54,7,1
1787416590.4379776,59,57,7,1
1787417801.176943,60,51,8,1
1787419791.6348567,60,51,7,1
1787421134.673243,60,51,4,0
1787422320.1512606,60,56,9,1
1787424724.114043,60,50,7,1
1787426044.68451,60,54,5,1
1787427644.53931,60,50,4,1
1787428836.632282,60,52,7,1
1787430833.177769,60,54,10,1
1787432082.6655989,60,52,6,0
1787434223.384537,60,54,12,1
1787435483.4568877,60,51,8,0
1787436439.121843,60,52,11,1
1787438535.6011827,60,52,11,1
1787439690.7352989,60,51,9,0
1787441382.0098362,60,55,9,0
1787444773.0931501,60,53,4,0
1787451060.0920277,60,51,10,0
1787455497.9803543,60,54,10,0
1787458718.675619,60,53,8,0
1787460936.9891758,60,58,8,0
1787463475.9077468,60,55,8,0
1787465773.247408,60,54,8,0
1787468753.686642,60,54,5,0
1787471020.6081011,60,54,7,0
1787472706.334744,60,52,8,0
1787475146.2689197,60,57,10,0
1787477815.4881608,60,58,10,1
1787479017.054069,60,51,9,1
1787481222.4393635,60,51,10,1
1787482503.7291389,60,54,11,1
1787484595.8169165,60,52,10,1
1787485879.01023,60,51,10,1
1787487122.6498086,60,54,10,1
1787490342.1362069,60,54,11,2
1787492494.801152,60,53,11,2
1787493953.0048556,60,51,11,1
1787495734.8996024,60,50,9,1
1787496977.6002822,60,53,8,1
1787499106.932635,60,52,8,1
1787500332.900572,60,51,6,1
1787501470.1005065,60,51,9,2
1787503551.6209679,60,54,9,2
1787504787.3138719,60,52,10,1
1787506319.475277,60,53,11,2
1787507494.4588952,60,52,11,1
1787508585.0411296,60,57,8,1
1787511101.656678,60,55,7,1
1787512361.2771223,60,51,8,1
1787514003.384331,60,54,4,2
1787515204.7384574,60,51,5,1
1787517238.3911383,60,54,6,1
1787518475.232055,60,51,5,0
1787520622.3637235,60,55,7,2
1787521864.915298,60,56,6,2
1787522760.830686,60,50,6,2
1787524483.1145227,60,58,7,2
1787525653.8615894,60,50,8,2
1787527822.160417,60,54,6,1
1787529079.762608,60,53,6,2
1787531144.3943727,60,50,6,2
1787537363.3783674,60,51,5,2
1787542020.049352,60,50,5,1
1787545470.686756,60,56,4,0
1787548910.1059864,60,52,5,0
1787551133.454443,60,51,7,0
1787555673.9300132,60,53,3,0
1787558823.83127,60,55,9,0
1787562072.5277264,60,54,5,0
1787565448.306997,60,52,5,1
1787568481.818174,60,51,9,0
1787570057.4841673,60,54,8,2
1787572062.3826337,27,0,0,0
1787583358.4998949,60,51,5,1
1787586603.096262,29,19,2,0
1787588343.4615073,60,51,9,0
1787590799.5094647,60,27,6,0
1787593128.6764193,60,51,6,0
1787595393.3307388,60,26,2,0
1787598272.050942,60,50,11,0
1787600299.6483486,60,26,6,0
1787602334.9728642,60,26,8,0
1787604727.7920194,60,26,9,0
1787606251.8251476,46,13,1,0
1787608083.4307187,60,25,5,1
1787609390.1597621,57,21,5,1
1787611645.6675444,60,28,3,0
1787612995.0578403,60,50,5,0
1787614850.1337981,60,30,4,0
1787616124.529813,60,53,8,0
1787622385.055177,60,51,7,0
1787625961.3502464,60,54,8,0
1787628888.7885144,60,51,9,0
1787631623.2790186,60,52,8,0
1787633963.9622219,60,51,10,0
1787636416.3890798,60,51,12,1
1787638714.8944213,60,51,11,1
1787642001.103072,60,53,9,1
1787644934.8263128,60,52,11,1
1787648012.6415765,60,52,9,1
1787651177.1780908,60,55,11,1
1787652936.7974348,60,50,10,1
1787655248.8316,60,50,7,1
1787657794.0143347,60,51,6,0
1787659181.7261693,60,52,9,0
1787663099.014904,60,50,6,0
1787666350.1989965,60,50,6,0
1787669789.7883239,60,51,6,1
1787673208.4734046,60,50,3,0
1787676557.4058604,60,53,9,0
1787678352.9663606,60,50,11,0
1787680172.8956695,60,55,7,0
1787681882.159249,60,53,10,0
1787684596.1900663,60,52,10,0
1787686802.9387825,60,51,10,0
1787688658.9196322,60,52,10,0
1787691001.8755393,60,52,9,0
1787692405.4614642,60,50,8,0
1787694462.8241243,60,53,8,1
1787695742.3771715,60,52,7,0
1787698126.9608376,60,50,7,0
1787699515.551913,60,55,9,1
1787701352.3032777,60,54,9,0
1787702569.120747,60,53,9,1
1787709144.8949099,60,53,4,1
1787714053.0161443,60,56,8,0
1787717197.4650064,60,51,8,0
1787719952.7242527,60,51,10,0
1787723002.898038,60,54,7,0
1787725265.496733,60,53,7,0
1787728455.1191638,60,51,8,1
1787731407.9576204,60,50,6,1
1787734602.8400972,60,51,7,2
1787737933.5693483,60,52,5,1
1787739779.124862,60,55,7,1
1787742246.9580386,60,54,5,0
1787744340.8996203,60,54,5,0
1787746748.6868203,60,53,6,0
1787750897.4272077,60,50,6,1
1787754079.0914571,60,52,4,1
1787759767.9782236,60,50,3,0
1787763268.4707427,60,52,6,1
1787771681.5434682,60,51,4,0
1787782729.109261,60,52,6,0
1787800975.921965,60,55,5,1
1787841278.61261,60,52,7,0
1787875015.9512126,60,53,6,0
1787915647.8613975,60,54,7,0
1787952427.5568464,60,51,7,1
1787973581.861264,60,53,8,1
1787998446.3808439,60,52,8,0
1788016000.158602,57,47,7,0
1788027896.046439,60,50,6,0
1788037713.176142,60,51,8,0
1788045886.5160363,60,50,4,0
1788053755.7716794,26,0,0,0
1788074466.2217062,57,50,9,1
1788094857.9405055,50,40,3,1
1788110508.9855037,53,43,4,0
1788119622.8895276,47,37,6,0
1788129625.724376,54,44,4,0
1788137700.4450684,52,42,8,0
1788159423.8546686,50,41,3,0
1788188470.8136668,49,39,5,2
1788209174.320624,50,40,9,2
1788221231.6824422,52,43,8,2
1788238870.5306609,45,36,6,1
1788256662.1762025,54,45,11,1
1788273916.7081876,56,46,9,1
1788285563.7423239,55,45,6,1
1788296250.3584013,51,41,5,1
1788304475.764427,52,42,5,1
1788311080.3888972,51,42,8,1
1788327848.395914,50,45,10,1
1788343107.00545,48,39,8,1
1788358913.2926984,48,38,10,1
1788371828.6161969,46,36,5,0
1788382659.4850607,38,28,5,0
1788390948.2810113,49,39,5,1
1788397844.3582308,46,36,6,1
1788414884.3352926,39,31,4,1
1788433555.1209266,47,37,9,2
1788447490.1177013,52,42,7,1
