mint,scan_ts,sha,symbol,tier,dex,gmgn_ok,n_hc_misses,price_usd,liq_usd,mcap,fdv,vol_h1,vol_h6,vol_h24,buys_h1,sells_h1,price_chg_h1,pair_age_min,score,total_holders,top10_pct,insider_networks_pct,graph_insiders,creator_prior_tokens,rugcheck_score,gmgn_bundler_wallets,gmgn_sniper_wallets,gmgn_smart_wallets
HJ1Ry6iJyAqN7jozMTErJHuNA66kpkDkowi7fhCRpump,1784113215.2784393,778459d3a672d3b9a82af457bb1e242e17036c70,ansembrain,B,pumpswap,True,4,4.486e-05,16638.14,44868.0,44868.0,1137770.47,1578154.73,1578154.73,10752,5535,-82.51,71.27130732014975,84.8,3950,4.4,0.0,0,0,1.0,66,5,0
8kvptZPajh1LJ9fPZrqJnJYnhNw6rnaKfphQp1snpump,1784125028.3079994,68b5e609c3e4181bce5c3ac417b2ae4e77fce4a9,CLAYNOSAUR,B,pumpswap,True,6,6.281e-05,20271.5,62767.0,62767.0,120015.13,205511.49,381830.73,1234,1088,13.21,646469.5884666544,43.9,455,27.4,0.0,0,0,1.0,60,2,7
4bUuiPrAmrmYnDsh3XxsXHaQcDZCi42nJnCyH6HBpump,1784130903.4055033,f3e57a5ae390fc049559a312887c7e320bd24510,BULLet,B,pumpswap,True,7,5.043e-05,16847.08,50439.0,50439.0,96780.61,96780.61,96780.61,1039,1464,56.13,15.390091719563802,39.7,15,25.4,0.0,0,0,1.0,83,32,0
Hkpi2SkNWm5LogyY1Bz4zYTq5REVvco2aYWd1tYppump,1784130903.4055033,f3e57a5ae390fc049559a312887c7e320bd24510,FCM,B,pumpswap,True,4,0.0006263,74782.92,619410.0,619410.0,72553.15,817345.36,843357.21,892,733,1.75,71931.55675838623,46.1,17785,15.9,2.1,16,1,1.0,760,27,41
9FRByUiuZHFLuQhLd51Z9LRWNfLcpQEs1u7uSs5mpump,1784136818.4995625,5919f249a4aa5358aae45c3593d9e0713ef4f44a,SOLGUY,B,pumpswap,True,4,0.0002081,34920.08,208143.0,208143.0,500218.52,500218.52,500218.52,8628,3718,202.0,49.50832604166666,77.9,887,3.4,0.0,0,0,1.0,100,7,0
CMhzhzjXZwujkv9Ure9LvkkkPT28kf2BDHTp8eV7pump,1784136818.4995625,5919f249a4aa5358aae45c3593d9e0713ef4f44a,MOONCAT,B,pumpswap,True,3,9.948e-05,23554.65,99481.0,99481.0,65517.82,111268.22,111268.22,5642,1396,25.41,99.87499270833334,66.0,3678,19.3,0.0,0,0,1.0,15,29,2
4W9nkDkmhVokuv84yeNkSMHQxh1Ta35GMkYMsACbpump,1784145363.3488066,17bd63b0e59900e4464b6c50d349c074d97ad6dd,PEPONK,B,pumpswap,True,2,0.0004428,50097.55,376435.0,442865.0,4529.5,18708.19,30908.19,1660,183,-0.41,28426.339146777344,44.5,5564,23.5,0.0,0,0,1.0,19,22,3
7apj78jEgPGup8UqAcHd9vuDDpWwSapGBdCvF6Uapump,1784145363.3488066,17bd63b0e59900e4464b6c50d349c074d97ad6dd,ORO,B,pumpswap,True,5,0.0001409,28559.07,140997.0,140997.0,322065.05,322065.05,322065.05,2349,1880,335.0,57.40581344401042,49.0,90,16.1,0.0,0,0,1.0,108,34,8
AuQj7YQSe5ypzxU3f8DDDjNK5qk9PSVCNBcnwAMapump,1784145363.3488066,17bd63b0e59900e4464b6c50d349c074d97ad6dd,WIFSEM,B,pumpswap,True,6,7.589e-05,20881.11,75891.0,75891.0,298377.78,298377.78,298377.78,419,504,15.54,17.822480110677084,55.4,7,12.3,0.0,0,0,1.0,37,5,0
2ABbnf3EzGfiMa3PE2bseAWwRD4jAE4KgE8YjSTxpump,1784157354.0544517,ca0e54324ba659117aefa2def661b3ad32138cc5,RELIC,B,pumpswap,True,4,0.0002075,34986.28,207511.0,207511.0,28290.29,141671.06,168344.46,219,182,-18.91,22432.60090752767,33.8,849,23.7,0.0,0,0,1.0,258,18,7
JBRyw453Uwi5hitesWGt17TYsJTaWTbFQjV9UNh8pump,1784157354.0544517,ca0e54324ba659117aefa2def661b3ad32138cc5,EYE,B,pumpswap,True,6,0.000171,30868.69,171044.0,171044.0,122415.76,122415.76,122415.76,874,750,429.0,28.00090752766927,39.1,380,10.8,0.0,0,0,1.0,49,23,8
66KL8iu7Unzq84JMQEHtateVXFLaZNcDd8JLRyq7pump,1784160792.3654718,9a538dd45446e76a247132b9e6e8539bda6bcc40,SHIBU,B,pumpswap,True,7,2.753e-05,12340.08,27537.0,27537.0,56725.01,87980.87,87980.87,835,558,-3.94,68.3894245320638,53.0,199,29.2,0.0,0,0,1.0,102,13,5
8Gw5ERAe6hxMKyYWVXVhok6jhcvQkAfKH1bFBeQepump,1784160792.3654718,9a538dd45446e76a247132b9e6e8539bda6bcc40,BUYSEXUAL,B,pumpswap,True,5,0.0004157,50310.3,415784.0,415784.0,159402.4,1097658.17,1097658.17,585,521,36.21,216.65609119873048,52.0,320,22.8,0.0,0,0,1.0,76,32,0
GqQc4tjs6RkZt1EdsehKLZvNDTpZc9n3UHGxnbfNpump,1784160792.3654718,9a538dd45446e76a247132b9e6e8539bda6bcc40,BARRON,B,pumpswap,True,3,0.0002512,40456.54,251296.0,251296.0,365504.86,1114055.06,1114055.06,4129,3114,274.0,166.12275786539715,76.5,1165,16.7,4.0,4,0,1.0,702,55,20
7dgJnmmfwCEn1XVmkvUJqq2TrbrscUTBSq4Bhwuapump,1784173379.35586,6a7650eca8a215a006b9ef9fbc8d0279fb6b52e6,WorldPup,B,pumpswap,True,4,4.245e-05,15635.14,37637.0,37637.0,134457.1,314278.55,314278.55,6685,1963,16.57,100.1892643351237,82.4,5156,22.7,0.0,0,0,1.0,242,23,10
AgCpt2wgiLaV29fmaFTZMuM4Hn59gwCArkiMj24zHTVb,1784173379.35586,6a7650eca8a215a006b9ef9fbc8d0279fb6b52e6,Dinar,B,raydium,True,1,0.1722,47408.72,3617724.0,3617724.0,37494.27,78574.66,148449.88,527,349,0.15,12061.75593100179,40.4,17323,1.5,0.0,0,0,1.0,10,0,0
BGoC16Rj2B6oxm3CYWoL1eu1BFc6jPvmpsoqVQudpump,1784173379.35586,6a7650eca8a215a006b9ef9fbc8d0279fb6b52e6,BULLSOL,B,pumpswap,True,1,0.0002322,36837.65,232207.0,232207.0,164959.73,616251.01,616251.01,3560,699,4.81,119.23926433512369,88.5,4184,3.8,0.0,0,0,1.0,44,11,0
E7vTVLLaxV3y68cpnDx2Q7ExeznhWgJKwPziKDsrpump,1784181987.1401234,6e08a9e7e3f334049001b9c3d55d0a8716d89316,HOMIE,B,pumpswap,True,4,0.0002217,35338.49,221718.0,221718.0,256443.04,256443.04,256443.04,5014,2001,544.0,46.11900205485026,62.7,2199,19.8,0.0,0,0,1.0,73,40,6
G9VVud86SLgb7SnTqRKXJVUkzwLzCf4R89vknWVKbonk,1784181987.1401234,6e08a9e7e3f334049001b9c3d55d0a8716d89316,Trump Coin,B,raydium,True,4,0.0005116,85237.09,511634.0,511634.0,75095.74,996551.74,1671363.47,463,359,-35.71,2934.86900205485,66.5,4207,19.3,1.0,8,0,1.0,1000,23,29
HVRtNeFPrDcAA9Yu3WrTEdCsTLGJiYDiQbqjg3efpump,1784181987.1401234,6e08a9e7e3f334049001b9c3d55d0a8716d89316,CUBEMAN,B,pumpswap,True,5,0.0002303,35739.24,230361.0,230361.0,134245.61,134245.61,134245.61,8834,6107,607.0,58.502335388183596,50.6,2234,23.7,0.0,0,0,1.0,114,24,7
2WG2adv7FdJLRSBjnq2WKiuM82sJMiwwrcJH7h2bpump,1784190638.3416283,2f75091960feb3400ba5f7568112434db3665bd2,ELONCOIN,B,pumpswap,True,7,9.39e-05,22854.97,93901.0,93901.0,166722.01,166722.01,166722.01,2376,1470,200.0,16.372360473632813,50.9,358,14.7,0.0,0,0,1.0,102,36,0
AWJkSP77HTYnWyWiBfRoK5nurwP4ApVw1YeEugmepump,1784190638.3416283,2f75091960feb3400ba5f7568112434db3665bd2,CASHGOAT,B,pumpswap,True,1,0.0001913,33757.59,191399.0,191399.0,105993.39,732875.67,732875.67,1135,1309,44.61,298.2890271402995,77.7,977,4.6,0.0,0,0,1.0,68,39,8
HFmbKBN7fYCY2PPGYgwkvb7mAuo1v6cmWv1CPK6Xpump,1784190638.3416283,2f75091960feb3400ba5f7568112434db3665bd2,BULLGOD,B,pumpswap,True,2,0.000611,63159.54,611061.0,611061.0,517842.68,1845655.58,1845655.58,7504,4784,49.64,151.15569380696616,84.1,4032,0.9,0.0,0,0,30.0,168,6,0
DiaXHsNJwvGXEjx1HN7phGL7YfHPtBuvzHoCk28Apump,1784211430.9753966,3b2fabe1cf44b1053ac887f2b1b9bb9a50554cc1,DBULL,B,pumpswap,True,7,7.311e-05,20142.46,73111.0,73111.0,104913.35,129001.15,129001.15,1293,1113,63.63,66.19958994547527,47.3,491,24.2,0.0,0,0,1.0,119,14,1
5NqE4JTopfa1tfgWqfPHavwvRY2deNnnPPryGSpGVGao,1784217009.0077693,40436fd3f69a458cd091791fafaf676ae06710bf,GAOF,B,meteora,True,2,0.002061,87507.78,2061100.0,2061100.0,8.33,248.4,45695.18,1,1,0.01,1469.3001294881185,19.5,116,18.4,0.0,0,0,1.0,0,0,0
J2PiC6EVeSRJLqozVKj3oYwUkpLJZUaWZav9SAGmrbuF,1784225680.5790966,ac6b898a06e024d8b966a9d3a06bd0f596352750,huh,B,pumpswap,True,4,8.557e-05,23043.33,85577.0,85577.0,3602.27,10293.81,27044.08,37,45,3.6,5053.442984940592,22.9,628,19.8,0.0,0,0,1.0,245,16,8
G1K4L2nWmwz9s4k31adUKvMaRRYyf9jrkvsrtc7spump,1784230594.3570747,7df418684de86c50012cc7af70913be14be07b9d,BeastBull,B,pumpswap,True,1,0.0002011,34036.17,201146.0,201146.0,221183.91,590859.0,590859.0,4465,845,7.4,110.68928457845053,91.4,3683,4.4,0.0,0,0,1.0,80,3,0
2agcQWJftYzYWJNDW4BPok1RKL1xVqpDJtT4SSVVpump,1784237963.3874085,83b662c2970c8afe3e0bae0e24aa66d6ca7add84,CS,B,pumpswap,True,5,0.0002039,33563.9,203993.0,203993.0,229287.52,229287.52,229287.52,1569,1404,387.0,55.78979014078776,58.0,995,11.3,0.0,0,0,1.0,96,10,2
5tH4uCqtLQZ48pjSQ55MyR59KaqCE73az2A1nR4pump,1784241745.9598837,38a180ade6140a491707b3ac4bab150f94753f7e,OH,B,pumpswap,True,7,6.163e-05,18372.51,61632.0,61632.0,168155.77,168155.77,168155.77,2834,1927,100.0,50.21599806315104,63.2,569,18.9,0.0,0,0,1.0,205,20,11
Hq2Rk3pYN17Jz1P6ejZbMAAuLKhw9sZEJ5uacqfnpump,1784241745.9598837,38a180ade6140a491707b3ac4bab150f94753f7e,bullieve,B,pumpswap,True,7,4.024e-05,14691.89,40245.0,40245.0,29220.56,29220.56,29220.56,482,455,28.12,12.015998063151041,24.4,233,14.0,0.0,0,0,1.0,117,10,0
BhU7rjLSvxKw2gCLzx1LV7J6Y4eXwsjrS24ebPBJpump,1784245366.2713666,ec7dae7f6362a490ec1e878a7eece30a942e6fdc,HORNY,B,pumpswap,True,7,3.081e-05,12827.56,30819.0,30819.0,2488.19,57910.71,57910.71,63,70,1.34,162.45452277832032,40.7,155,21.5,1.1,11,0,1.0,68,35,0
E5tTXt6QLLhKJxHuKoCXA6vkAQfScRacL1UK2H1Cpump,1784245366.2713666,ec7dae7f6362a490ec1e878a7eece30a942e6fdc,MOON,B,pumpswap,True,6,2.926e-05,12494.96,29262.0,29262.0,57913.11,57913.11,57913.11,710,609,-6.58,27.52118944498698,44.6,157,17.9,0.0,0,0,1.0,84,39,4
GTJpiZaCqapCcu5shdZq8D71dQJcyXad8BZadXeTpump,1784245366.2713666,ec7dae7f6362a490ec1e878a7eece30a942e6fdc,SOLJAK,B,pumpswap,True,5,4.018e-05,15719.83,40187.0,40187.0,724997.19,724997.19,724997.19,8154,5089,-26.61,58.02118944498698,82.8,1258,5.0,0.0,0,0,1.0,352,2,0
HdghDDxvnebzWBXDgqYh9Vw5hfKRRUYGj5uJR2ogpump,1784245366.2713666,ec7dae7f6362a490ec1e878a7eece30a942e6fdc,Incum,B,pumpswap,True,8,2.143e-05,10677.16,21437.0,21437.0,64553.57,64553.57,64553.57,1281,911,-30.49,18.821189444986977,57.2,340,25.7,0.0,0,0,1.0,167,18,3
Hsrc16T5cFWgwH2PSEqcYACkHpLHrEHdm5Z1sU2pump,1784250923.6223779,1c37a1cef0db38a798853a9c1a202b09dfee3e0d,WorldCat,B,pumpswap,True,7,2.788e-05,12192.76,21934.0,21934.0,33391.34,33391.34,33391.34,940,716,-7.86,24.57703963216146,46.7,398,16.5,0.0,0,0,1.0,139,11,1
9Pfync3ejPC9eHqVzq3nYQJAhyhjqpnB9UsaSfLxpump,1784262575.8227763,e40b036ebcb6323d299a491d1a7c13fdeb313b9a,KET,B,pumpswap,True,6,0.001011,75644.35,1011243.0,1011243.0,15968.84,104178.89,165088.46,104,82,-9.97,14660.313712939453,18.7,628,33.3,0.7,11,0,1.0,153,3,3
EVbXayw9HEmhuRcaQVoTCiHiCeEtM39Bw9TfeVmrpump,1784271574.0957136,98bac891af2066966d06c74c078394ca2c1f1e3d,KYLE,B,pumpswap,True,4,4.55e-05,16561.25,45503.0,45503.0,436672.26,798902.4,798902.4,6419,4277,-59.02,90.43492856038411,83.1,1784,2.3,0.0,0,0,1.0,319,5,0
5yJgw6a8bb1nRsmEBr6vzX5pt6sQekzqG9nfmxqMpump,1784279846.458418,7293cf06055a1da085318ae571810db2034a0db5,PROPHECY,B,pumpswap,True,5,7.625e-05,21969.42,76250.0,76250.0,23898.09,60409.0,665504.63,264,248,57.87,1483.6076402994793,68.7,1041,21.5,2.4,4,0,1.0,316,25,16
3XhARh1nQiwGZLwAD8YyKhfZKVHaG8t3VzsRSejZpump,1784285963.88234,e0f965611aa6c085bb82eec036c942fed8b97dcf,TABLEPEDE,B,pumpswap,True,6,0.0003188,42258.97,318879.0,318879.0,340252.3,390944.35,390944.35,2438,1704,712.0,70.44803899739583,50.7,569,11.5,0.0,0,0,1.0,120,27,5
BjSuJWSxpHaH8wJgvsa5ZvuLwFJaHt3bpVBGJ8Fpump,1784285963.88234,e0f965611aa6c085bb82eec036c942fed8b97dcf,Buyuang,B,pumpswap,True,8,3.483e-05,13633.3,34831.0,34831.0,99335.48,99335.48,99335.48,1947,1456,13.37,31.481372330729165,57.1,366,22.6,0.0,0,0,1.0,177,30,7
FzNgpR11RYACasA8ptFniXQKcLw26CmBWdyNEAU1pump,1784285963.88234,e0f965611aa6c085bb82eec036c942fed8b97dcf,TOLY,B,pumpswap,True,3,0.0002522,37760.42,252250.0,252250.0,570047.63,570047.63,570047.63,10695,3562,300.0,53.6147056640625,81.6,4691,2.7,0.0,0,0,1.0,19,5,0
rkbX3fimkB2fPBKopYkSx82xSuWdUbNBuNuw7efpump,1784285963.88234,e0f965611aa6c085bb82eec036c942fed8b97dcf,GOATBATH,B,pumpswap,True,1,0.0004921,55677.15,492130.0,492130.0,81772.42,471054.16,1299834.84,939,1171,15.82,1327.2813723307293,70.3,2389,7.4,0.0,0,0,1.0,295,6,2
6dMydAmqtLsMtn9WZQW7stGqs4VkZ79pFPP1vbnApump,1784290681.9581602,5b58a75ec1706b4a465e0c8daa1324ca44b6cfa9,soltoly,B,pumpswap,True,3,0.0001494,29148.06,149451.0,149451.0,531438.62,531438.62,531438.62,9856,4326,124.0,56.5159693359375,86.8,2916,2.5,0.0,0,0,1.0,50,5,0
8TQAPEgP8jcWPeLTiQhFCFtPYwKhpjRvTngoPAmjpump,1784290681.9581602,5b58a75ec1706b4a465e0c8daa1324ca44b6cfa9,BULLARMY,B,pumpswap,True,4,0.0001438,27781.0,143833.0,143833.0,112262.26,127507.96,127507.96,6827,2509,53.98,63.33263600260417,60.4,6016,20.5,0.0,0,0,1.0,11,13,0
BdmmbhuqmMcswTCpP5Dy9H6E87ZqDMULVAWdzu4ZhqTS,1784290681.9581602,5b58a75ec1706b4a465e0c8daa1324ca44b6cfa9,Quasi,B,pumpswap,True,8,6.426e-05,18628.74,64258.0,64258.0,101670.43,135866.83,135866.83,1551,992,118.0,76.58263600260416,54.8,466,19.7,2.3,7,0,1.0,83,11,1
CmoCuZ9J2YT1QHv28p3QRphhZot6Sdbu6P6Aw4Vmpump,1784290681.9581602,5b58a75ec1706b4a465e0c8daa1324ca44b6cfa9,SOLians,B,pumpswap,True,3,0.0001908,32866.51,190852.0,190852.0,547825.37,547825.37,547825.37,8567,4698,171.0,51.382636002604166,84.0,2626,1.5,0.0,0,0,29.0,119,1,0
3xrF2p1fUhmy1hoeyN8vY1WnBPeBy9WAK8em8mLUpump,1784297266.874496,303c218d25c23482ab04121279bbc4144e95ccac,flipcat,B,pumpswap,True,8,2.404e-05,11266.79,23592.0,23592.0,46655.91,46655.91,46655.91,995,651,-20.84,35.9312416015625,50.1,365,21.3,0.0,0,1,1.0,150,14,1
CsGkrnQJQp1eCNwxQ6yKvbiEJA8MwoL8CmXYySy5J7HM,1784297266.874496,303c218d25c23482ab04121279bbc4144e95ccac,PEARL,B,meteora,True,6,0.0002993,17470.82,299330.0,299330.0,27393.74,27393.74,27393.74,392,134,196.0,41.34790826822917,37.4,150,8.8,0.0,0,0,7.0,46,0,2
4gEW7hD7ToAbRaw6YKoo969oLJtVZw6pcjDCr2R8pump,1784303246.6853828,b73b4aae5b625f3685f0a39defc65610fbe21aef,Goated,B,pumpswap,True,4,0.000291,40121.54,291018.0,291018.0,417013.95,417013.95,417013.95,7367,1484,462.0,34.74475638020834,75.2,1181,6.3,0.0,0,0,1.0,374,6,0
AZ1fowC7PCS4rKJCY7UFuDqwvGNRRxzJj9BQxiHfpump,1784303246.6853828,b73b4aae5b625f3685f0a39defc65610fbe21aef,HOUSEM,B,pumpswap,True,2,0.000384,48480.75,384013.0,384013.0,732318.46,1312162.4,1312162.4,2473,2414,33.48,105.42808971354167,75.3,1726,13.2,0.0,0,0,1.0,114,42,38
yNP1DEES1G2FHo9bhWGTD2HyB21pUJCx23cfSkzpump,1784303246.6853828,b73b4aae5b625f3685f0a39defc65610fbe21aef,HELIFAN,B,pumpswap,True,1,0.0002124,34676.82,212494.0,212494.0,223518.21,674879.72,674879.72,1932,2120,-20.48,101.37808971354167,77.3,3270,7.1,0.0,0,0,1.0,58,15,4
967Yg66zkKtgdQVEuw1EaFKtXGS8k5XKxjYCvjqipump,1784307172.6365755,9fa9a91cdc171183e96dad702c2cf4204ac6e59e,PUMPFOMO,B,pumpswap,True,3,0.0001507,29272.15,150750.0,150750.0,507255.19,507255.19,507255.19,9907,4250,126.0,54.19394292399088,86.9,3200,3.0,0.0,0,0,1.0,40,14,0
7YCTXLpRn1zSgfU7o99RsyCnu7B8vUJAs9HxXKvMpump,1784323543.3415284,b4532fcc22cebbb36d4655dadd3d0ff7dc258c78,Wifout,B,pumpswap,True,3,7.018e-05,20866.37,70182.0,70182.0,30289.46,194359.74,870329.9,401,384,30.75,708.9723588053386,71.5,2578,20.7,0.0,0,0,1.0,235,13,6
H66JtYQdhdFayyTNYer6KNhhLVdqfopYqqQi57d4pump,1784323543.3415284,b4532fcc22cebbb36d4655dadd3d0ff7dc258c78,Faith,B,pumpswap,True,8,4.288e-05,15113.0,42881.0,42881.0,37205.46,37205.46,37205.46,10851,7359,37.01,30.372358805338543,44.7,605,21.2,0.0,0,0,1.0,87,13,0
6PkDr62LVXDLajbqi2P4PUkxHy5CQsENx3fNXLN4pump,1784330988.255826,8d37f00826e2a00eb5c8916646292aeadbc17155,Ricky,B,pumpswap,True,4,7.868e-05,21296.58,78685.0,78685.0,432534.62,535274.39,535274.39,4973,3369,52.32,90.20426376546224,77.0,2370,18.2,0.0,0,0,1.0,328,12,14
c5Zye8yFd1AGrSJ2mViYgXWa1kgCdCj5RWhen6tpump,1784330988.255826,8d37f00826e2a00eb5c8916646292aeadbc17155,土豆,B,pumpswap,True,3,0.0001343,27605.5,134360.0,134360.0,413418.55,413418.55,413418.55,4896,2607,125.0,34.387597098795574,85.0,1581,2.8,0.0,0,0,1.0,118,5,0
2yWRyjnkXNvUxU73ASu1Exbm2aKEyNhShcT7NXv9pump,1784347733.7676651,fd7d6c40965f510e20f747ee3c4bd5994d69f884,DOGGO,B,pumpswap,True,5,4.436e-05,15598.35,44173.0,44173.0,40233.47,156464.37,156464.37,488,425,21.81,172.09612775065105,65.8,736,24.0,0.0,0,0,1.0,65,16,4
GEg3E1dPotfUSxEm6ft1NF8dT211YCibHJRcDtGwpump,1784347733.7676651,fd7d6c40965f510e20f747ee3c4bd5994d69f884,YMIR,B,pumpswap,True,4,0.0006071,59671.45,607162.0,607162.0,44412.93,787101.86,787101.86,418,227,113.0,287.4294610839844,66.2,1495,7.1,0.4,7,0,1.0,136,6,9
2q4nUEEXQQsKARjJffeF3o7GrevHq3mvWXo6g3fypump,1784355820.155117,186c004947a37659e1fac615ac920a9dd5e05d5d,JIMOTROLL,B,pumpswap,True,3,0.0001532,29294.6,153271.0,153271.0,414932.85,414932.85,414932.85,7442,3250,129.0,38.60258528238932,83.8,2858,2.9,0.0,0,0,1.0,28,7,0
3wwU3njdLCT3ebRUrTFeHwKG6zamiiCKwmpShSK2pump,1784355820.155117,186c004947a37659e1fac615ac920a9dd5e05d5d,Mouse,B,pumpswap,True,7,3.728e-05,14055.49,37288.0,37288.0,42460.72,42460.72,42460.72,858,547,30.6,5.169251949055989,40.9,772,18.3,2.2,4,0,1.0,199,21,5
AXkXDHko4JHe1PHrgRmDG9TxUxNRFfQnY4d562RYpump,1784355820.155117,186c004947a37659e1fac615ac920a9dd5e05d5d,Jimothy,B,pumpswap,True,2,0.0001068,25159.81,106861.0,106861.0,38050.44,405560.86,639165.49,840,426,-23.17,598.3859186157226,77.2,2052,22.8,0.0,0,0,1.0,135,10,6
D6ytjMdBBPoV8nsRHJhvrkpwF7sgVBYd7PufkRHNpump,1784355820.155117,186c004947a37659e1fac615ac920a9dd5e05d5d,CASHCOW,B,pumpswap,True,4,0.0004427,74659.49,442716.0,442716.0,36248.67,80943.47,956509.44,288,280,9.82,2932.502585282389,56.0,5038,18.9,1.6,10,1,1.0,398,16,10
CKkuaqSiezUfHesGPTgiAdSGtYuxcEEjBxbCmiNgpump,1784363081.822366,7916f8dd7d5b407f8cb61596873116136ffad473,Granular,B,pumpswap,True,3,2.502e-05,11998.42,25029.0,25029.0,100418.89,438183.7,438183.7,2135,1427,-68.63,92.88037276611328,76.7,2337,19.3,0.0,0,0,1.0,387,36,10
6Cn9XH2SCi79Nam7mhH5L1kfwFwPhfresmg6Q4Eipump,1784368937.8729506,f3ba1014cab02d46765afdaaeb6d1ed6e0bffe87,baby,B,pumpswap,True,4,0.0001058,27172.75,105820.0,105820.0,3210.69,17595.21,145589.54,62,27,-10.38,7239.297882507324,49.8,3522,22.2,0.2,5,0,1.0,194,17,14
DLz4bLgo72D8QCpVLwJ1QVL7MvFxX2wq3diiW5ESpump,1784368937.8729506,f3ba1014cab02d46765afdaaeb6d1ed6e0bffe87,LILBUB,B,pumpswap,True,7,2.388e-05,11220.38,23888.0,23888.0,22460.59,22460.59,22460.59,410,420,-23.17,9.447882507324218,30.4,580,21.8,0.0,0,0,1.0,116,14,0
FeWGwBbPuezQo4wRWnx6q6rKpWrpEjAaAaLY7NNMpump,1784368937.8729506,f3ba1014cab02d46765afdaaeb6d1ed6e0bffe87,Protector,B,pumpswap,True,5,4.297e-05,15368.42,42976.0,42976.0,180504.9,180504.9,180504.9,3637,2449,42.7,25.464549173990886,77.4,1399,17.3,0.0,0,0,1.0,227,25,7
BCyMw2vvmzh9fB6GQ4LaQ6poqrP4qTrPkYDops2hpump,1784373233.0295973,456702c6a63c833e298a3605967e8ba213729bd0,Index,B,pumpswap,True,6,5.714e-05,17628.84,57141.0,57141.0,141396.22,141396.22,141396.22,1815,1394,84.1,44.683826619466146,69.6,1197,20.6,0.0,0,0,1.0,220,20,1
DEWqTMzCTpgWB25geNJpMsnwuahTWKQVKUc75qKKpump,1784373233.0295973,456702c6a63c833e298a3605967e8ba213729bd0,RUDY,B,pumpswap,True,6,6.705e-05,19341.33,67054.0,67054.0,256034.2,256034.2,256034.2,3676,2523,127.0,52.53382661946615,76.3,1541,19.7,3.1,4,0,1.0,267,24,2
EDNvjVDjKVfRsqxf3C8nN2sunxctfoboE2S8aUHGpump,1784373233.0295973,456702c6a63c833e298a3605967e8ba213729bd0,JIMOJAK,B,pumpswap,True,4,0.0001021,24017.58,102118.0,102118.0,377261.48,377261.48,377261.48,4242,2447,52.83,32.38382661946615,84.3,1344,2.9,0.0,0,0,1.0,99,12,0
C916Q1f9yP3UDswk73tpokA1ts5r88DVQ8RKb2jhpump,1784376478.1796863,2714360b2428c2195c00faec1af47ba4a4e112bd,wif,B,pumpswap,True,7,1.985e-05,10256.64,19852.0,19852.0,22429.19,22429.19,22429.19,511,327,-36.28,32.869661437988285,46.0,540,21.8,0.0,0,0,1.0,64,10,0
81RGmig32prYbxf96YnhrhRpm9G1YP1igfxttjzUpump,1784382805.5678825,bb6f1cd0c7bd9593c92bb7088a78de34ea61223e,Tobi,B,pumpswap,True,7,2.427e-05,11436.39,24275.0,24275.0,117377.88,117377.88,117377.88,2808,1379,-22.15,57.30946470947266,76.1,995,28.2,0.0,0,0,1.0,131,9,6
AA3v9TutAPj1ZQ9XLioYUsUwcb2zdLbTNX8CCTeqpump,1784382805.5678825,bb6f1cd0c7bd9593c92bb7088a78de34ea61223e,QUASI,B,pumpswap,True,4,0.0001256,26611.63,125627.0,125627.0,505562.94,505562.94,505562.94,5973,3353,111.0,38.34279804280599,84.7,1805,2.5,0.0,0,0,1.0,391,1,0
D6mSkFmPskEWMEqEpdMMfUEsJdEcQdTSzbG7J2GWpump,1784382805.5678825,bb6f1cd0c7bd9593c92bb7088a78de34ea61223e,NYANJIM,B,pumpswap,True,3,0.0001731,30955.04,173162.0,173162.0,373771.43,373771.43,373771.43,6602,2855,157.0,35.959464709472655,78.2,2827,3.4,0.0,0,0,1.0,88,5,0
BCDgN5Jgnkbjs8oRHivko5dcf18sPsSmPVKAsDnMpump,1784387191.4210322,23e084d6578c8ad0f56504fda3cd292824aa5e83,Nenem,B,pumpswap,True,5,4.95e-05,16733.27,49502.0,49502.0,343664.83,343664.83,343664.83,3734,2947,58.9,52.60701720377604,75.0,1894,19.5,0.0,0,0,1.0,236,14,9
H23di4NXN6j2pwLwbYjtag1Q3v7ANyXR72kzfWYKpump,1784387191.4210322,23e084d6578c8ad0f56504fda3cd292824aa5e83,Fridge,B,pumpswap,True,6,0.0001382,28145.08,138203.0,138203.0,402470.64,468955.6,468955.6,4752,3465,136.0,77.07368387044271,75.0,2279,21.8,3.1,4,0,1.0,337,15,10
U6sy4qMtXE5QAJBLsrDHaKkXVm7btEwWbvgecqepump,1784387191.4210322,23e084d6578c8ad0f56504fda3cd292824aa5e83,Neném,B,pumpswap,True,8,4.32e-05,15147.27,43198.0,43198.0,35323.83,35323.83,35323.83,467,390,40.2,5.723683870442708,32.1,710,22.7,0.3,4,1,1.0,129,15,7
FUY6RbdfrDfa82y1AS5ZQRtaoSr1ZVTGD2EkN11bpump,1784390860.4171813,b2cb9b4d80fbf64276116b61813cf34d216cee04,KIWI,B,pumpswap,True,6,0.0001431,28121.26,143164.0,143164.0,270025.37,270025.37,270025.37,3932,2925,360.0,37.22361968587239,63.7,1929,21.5,0.0,0,0,1.0,234,24,5
